RedFighter,BlueFighter,Winner,WinnerName,WeightClass,Gender,Finish,FinishDetails,RedWins,RedWinsByKO,RedWinsBySubmission,RedWinsByDecision,RedLosses,BlueWins,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByDecision,BlueLosses,RedHeightCms,BlueHeightCms,RedReachCms,BlueReachCms,RedAvgSigStrLanded,RedAvgTDLanded,RedAvgSigStrPct,RedAvgSubAtt,BlueAvgSigStrLanded,BlueAvgTDLanded,BlueAvgSigStrPct,BlueAvgSubAtt,RedStance,BlueStance,RedWeightLbs,RedAge,WinStreakDif,WinDif,LossDiff,KODif,SubDif,DecDif,HeightDif,ReachDif,AgeDif,SigStrDif,StrPctDif,TDDif,SubAttDif,categorical_outcome,winner_number,StrikeTotal,StrikeAccuracyAvg,RedKoPct,BlueKoPct,RedSubPct,BlueSubPct,RedDecPct,BlueDecPct,RedAvgRounds,BlueAvgRounds,KoPctDif,SubPctDif,DecPctDif,AvgRoundsDif,ExperienceDif,RedElo,BlueElo,EloDif,RedOpponentElo,BlueOpponentElo,OpponentEloDif,RedSigStrAbsorbed,BlueSigStrAbsorbed,SigStrAbsorbedDif,FinishPctDif,TotalSigStrAbsorbed,AvgKoPct,AvgSubPct,AvgDecPct,AvgAge,AvgWinStreak,RedCurrentWinStreak,BlueCurrentWinStreak,RedFinishL5,BlueFinishL5,RedLossesByKO,RedLossesBySub,RedLossesByDec,BlueLossesByKO,BlueLossesBySub,BlueLossesByDec,BlueAge,FinishL5Dif,WinPctDif,BlueWinPct,RedWinPct,LossesByKODif,LossesBySubDif,LossesByDecDif,BlueWeightLbs,RedTotalRoundsFought,BlueTotalRoundsFought,RedOdds,BlueOdds,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds
Danny Roberts,Ramazan Emeev,Red,Danny Roberts,Welterweight,MALE,DEC,No Finish,6,3,1,2,4,5,0,0,5,1,185.42,177.8,187.96,193.04,3.18,0.24,0.39,0.2,2.53,2.37,0.45,0.7,Southpaw,Southpaw,170,34,-1,1,3,3,1,-3,7.619999999999976,-5.079999999999984,0,0.6500000000000004,-0.06,-2.13,-0.49999999999999994,2,0,5.71,0.42000000000000004,0.5,0.0,0.16666666666666666,0.0,0.3333333333333333,1.0,2.0,3.0,0.5,0.16666666666666666,-0.6666666666666667,-1.0,4,1500.0,1524.568533338977,-24.568533338976977,1524.568533338977,1500.0,24.568533338976977,3.73,2.14,1.5899999999999999,0.6666666666666666,5.87,0.25,0.08333333333333333,0.6666666666666666,34.0,1.5,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0.0,-0.2333333333333334,0.8333333333333334,0.6,0.0,0.0,0.0,170,20,18,250.0,-320.0,600.0,-110.0,2000.0,350.0,600.0,450.0
Loopy Godinez,Luana Carolina,Blue,Luana Carolina,Women's Flyweight,FEMALE,DEC,No Finish,1,0,1,0,1,3,0,0,3,1,157.48,167.64,154.94,175.26,4.16,2.95,0.48,1.0,4.81,0.34,0.5,0.6,Orthodox,Orthodox,115,28,0,-2,0,0,1,-3,-10.159999999999997,-20.319999999999993,0,-0.6499999999999995,-0.020000000000000018,2.6100000000000003,0.4,5,1,8.969999999999999,0.49,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.5,0.0,1.0,-1.0,-0.5,-2,1502.85967960415,1496.9188876898413,5.940791914308647,1498.9729625632806,1491.1229290865233,7.8500334767572895,3.76,4.0,-0.2400000000000002,1.0,7.76,0.0,0.5,0.5,28.0,1.0,1,1,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,28,5.0,-0.25,0.75,0.5,0.0,-1.0,1.0,125,4,10,-220.0,180.0,150.0,300.0,400.0,1200.0,400.0,1000.0
Batgerel Danaa,Brandon Davis,Red,Batgerel Danaa,Bantamweight,MALE,KO/TKO,Punches,2,2,0,0,1,3,0,1,2,5,170.18,177.8,177.8,182.88,5.38,0.52,0.36,0.0,4.68,0.74,0.35,0.1,Orthodox,Orthodox,135,32,2,-1,-4,2,-1,-2,-7.6200000000000045,-5.079999999999984,1,0.7000000000000002,0.010000000000000009,-0.21999999999999997,-0.1,0,0,10.059999999999999,0.355,1.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,1.6666666666666667,2.75,1.0,-0.3333333333333333,-0.6666666666666666,-1.0833333333333333,-5,1500.0,1480.28774368332,19.71225631667994,1480.28774368332,1500.0,-19.71225631667994,4.21,4.62,-0.41000000000000014,0.6666666666666667,8.83,0.5,0.16666666666666666,0.3333333333333333,31.5,1.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31,0.0,0.29166666666666663,0.375,0.6666666666666666,0.0,0.0,-2.0,135,5,22,-140.0,120.0,165.0,275.0,1400.0,800.0,275.0,700.0
Mackenzie Dern,Marina Rodriguez,Blue,Marina Rodriguez,Women's Strawweight,FEMALE,DEC,No Finish,6,0,4,2,1,5,2,0,3,1,162.56,167.64,160.02,165.1,3.49,0.77,0.4,1.4,4.77,0.25,0.48,0.2,Orthodox,Orthodox,115,28,2,1,0,-2,4,-1,-5.079999999999984,-5.079999999999984,-6,-1.2799999999999994,-0.07999999999999996,0.52,1.2,5,1,8.26,0.44,0.0,0.4,0.6666666666666666,0.0,0.3333333333333333,0.6,1.8571428571428572,3.8333333333333335,-0.4,0.6666666666666666,-0.26666666666666666,-1.9761904761904763,1,1537.695990102885,1541.109069702116,-3.4130795992309686,1510.9389910084135,1519.6665529076504,-8.727561899236889,4.21,2.89,1.3199999999999998,0.2666666666666666,7.1,0.2,0.3333333333333333,0.4666666666666667,31.0,3.0,4,2,3.75,1.6666666666666667,0.0,0.0,1.0,0.0,0.0,1.0,34,2.083333333333333,0.023809523809523725,0.8333333333333334,0.8571428571428571,0.0,0.0,0.0,115,13,23,-200.0,170.0,450.0,375.0,100.0,2500.0,1200.0,320.0
Randy Brown,Jared Gooden,Red,Randy Brown,Welterweight,MALE,DEC,No Finish,7,2,3,2,4,1,1,0,0,2,190.5,182.88,198.12,195.58,4.38,0.8,0.47,0.5,4.73,0.49,0.47,0.0,Orthodox,Orthodox,170,31,0,6,2,1,3,2,7.6200000000000045,2.539999999999992,4,-0.35000000000000053,0.0,0.31000000000000005,0.5,2,0,9.11,0.47,0.2857142857142857,1.0,0.42857142857142855,0.0,0.2857142857142857,0.0,2.3636363636363638,2.3333333333333335,-0.7142857142857143,0.42857142857142855,0.2857142857142857,0.030303030303030276,8,1512.404603359224,1491.4729438979875,20.93165946123645,1502.205339349631,1499.351150839806,2.8541885098250077,3.33,6.68,-3.3499999999999996,-0.2857142857142857,10.01,0.6428571428571428,0.21428571428571427,0.14285714285714285,29.0,1.0,1,1,5.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,27,0.0,0.30303030303030304,0.3333333333333333,0.6363636363636364,1.0,0.0,-2.0,170,26,7,-310.0,250.0,220.0,550.0,400.0,1400.0,200.0,400.0
Tim Elliott,Matheus Nicolau,Blue,Matheus Nicolau,Flyweight,MALE,DEC,No Finish,6,0,1,5,9,4,0,1,3,1,170.18,167.64,167.64,167.64,3.41,3.73,0.44,1.0,3.66,1.48,0.53,0.9,Southpaw,Orthodox,125,34,1,2,8,0,0,2,2.5400000000000205,0.0,6,-0.25,-0.09000000000000002,2.25,0.09999999999999998,5,1,7.07,0.485,0.0,0.0,0.16666666666666666,0.25,0.8333333333333334,0.75,2.6,2.6,0.0,-0.08333333333333334,0.08333333333333337,0.0,10,1506.7925162913223,1509.5322187361865,-2.7397024448641787,1502.321666747333,1495.264130260642,7.0575364866908785,2.67,3.14,-0.4700000000000002,-0.08333333333333334,5.8100000000000005,0.0,0.20833333333333331,0.7916666666666667,31.0,1.5,2,1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28,0.0,-0.4,0.8,0.4,0.0,2.0,0.0,125,39,13,160.0,-190.0,275.0,120.0,600.0,400.0,1200.0,800.0
Sabina Mazo,Mariya Agapova,Blue,Mariya Agapova,Women's Flyweight,FEMALE,SUB,Rear Naked Choke,3,0,1,2,2,1,0,1,0,2,170.18,167.64,177.8,172.72,6.1,0.65,0.43,0.2,4.67,0.59,0.55,0.9,Orthodox,Southpaw,125,24,0,2,0,0,0,2,2.5400000000000205,5.0800000000000125,0,1.4299999999999997,-0.12000000000000005,0.06000000000000005,-0.7,4,1,10.77,0.49,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.0,3.0,2.0,0.0,-0.6666666666666667,0.6666666666666666,1.0,2,1510.1578359197638,1489.880330627996,20.27750529176774,1493.720082656999,1492.4877910919665,1.232291565032483,4.35,3.82,0.5299999999999998,-0.6666666666666667,8.17,0.0,0.6666666666666666,0.3333333333333333,24.0,0.0,0,0,2.5,5.0,0.0,0.0,1.0,1.0,0.0,0.0,24,-2.5,0.26666666666666666,0.3333333333333333,0.6,-1.0,0.0,1.0,125,15,6,-200.0,170.0,130.0,275.0,900.0,750.0,350.0,700.0
Chris Gutierrez,Felipe Colares,Red,Chris Gutierrez,Bantamweight,MALE,DEC,No Finish,4,1,0,3,1,2,0,0,2,2,175.26,172.72,170.18,175.26,5.04,0.34,0.57,0.1,2.17,1.88,0.45,0.5,Orthodox,Orthodox,135,30,3,2,-1,1,0,1,2.539999999999992,-5.079999999999984,3,2.87,0.11999999999999994,-1.5399999999999998,-0.4,2,0,7.21,0.51,0.25,0.0,0.0,0.0,0.75,1.0,3.2,3.0,0.25,0.0,-0.25,0.20000000000000018,1,1542.9946719822533,1524.0531424427588,18.941529539494468,1506.1094893643972,1510.3446684361772,-4.235179071780067,2.73,4.65,-1.9200000000000004,0.25,7.380000000000001,0.125,0.0,0.875,28.5,2.5,4,1,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,1.6666666666666667,0.30000000000000004,0.5,0.8,0.0,0.0,0.0,145,16,12,-270.0,220.0,-110.0,400.0,900.0,550.0,333.0,1400.0
Alexandr Romanov,Jared Vanderaa,Red,Alexandr Romanov,Heavyweight,MALE,KO/TKO,Punches,3,0,2,1,0,2,1,0,1,1,187.96,193.04,190.5,203.2,4.06,4.32,0.52,0.9,4.96,0.18,0.44,0.0,Southpaw,Orthodox,262,30,2,1,-1,-1,2,0,-5.079999999999984,-12.699999999999989,1,-0.9000000000000004,0.08000000000000002,4.140000000000001,0.9,0,0,9.02,0.48,0.0,0.5,0.6666666666666666,0.0,0.3333333333333333,0.5,2.0,2.0,-0.5,0.6666666666666666,-0.16666666666666669,0.0,0,1534.190382249001,1495.9168663957705,38.27351585323049,1501.9877963080532,1511.0071381109449,-9.019341802891631,2.2,5.67,-3.4699999999999998,0.16666666666666663,7.87,0.25,0.3333333333333333,0.41666666666666663,29.5,2.0,3,1,3.3333333333333335,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,3.3333333333333335,0.33333333333333337,0.6666666666666666,1.0,-1.0,0.0,0.0,265,6,6,-575.0,425.0,400.0,900.0,140.0,2000.0,163.0,650.0
Charles Rosa,Damon Jackson,Blue,Damon Jackson,Featherweight,MALE,DEC,No Finish,5,0,2,3,5,1,0,1,0,2,175.26,180.34,175.26,180.34,3.08,1.67,0.36,1.0,3.02,2.44,0.4,1.6,Switch,Switch,145,35,1,4,3,0,1,3,-5.0800000000000125,-5.0800000000000125,2,0.06000000000000005,-0.040000000000000036,-0.77,-0.6000000000000001,5,1,6.1,0.38,0.0,0.0,0.4,1.0,0.6,0.0,2.8,3.3333333333333335,0.0,-0.6,0.6,-0.5333333333333337,7,1500.534515958869,1491.7296768524398,8.804839106429199,1489.9917858839126,1495.8988851975882,-5.907099313675644,3.86,3.46,0.3999999999999999,-0.6,7.32,0.0,0.7,0.3,34.0,0.5,1,0,1.6666666666666667,5.0,0.0,0.0,2.0,1.0,0.0,0.0,33,-3.333333333333333,0.16666666666666669,0.3333333333333333,0.5,-1.0,0.0,2.0,145,28,10,170.0,-200.0,300.0,150.0,600.0,320.0,900.0,700.0
Thiago Santos,Johnny Walker,Red,Thiago Santos,Light Heavyweight,MALE,DEC,No Finish,13,11,0,2,8,5,4,0,1,2,187.96,198.12,193.04,208.28,3.95,0.61,0.48,0.1,3.42,0.24,0.59,0.7,Orthodox,Orthodox,205,37,-1,8,6,7,0,1,-10.159999999999997,-15.240000000000009,8,0.5300000000000002,-0.10999999999999999,0.37,-0.6,2,0,7.37,0.5349999999999999,0.8461538461538461,0.8,0.0,0.0,0.15384615384615385,0.2,2.0476190476190474,1.5714285714285714,0.0461538461538461,0.0,-0.046153846153846156,0.47619047619047605,14,1465.328082558975,1506.6983279119793,-41.37024535300429,1511.9811786898,1492.3460725765071,19.63510611329275,2.57,2.64,-0.07000000000000028,0.0461538461538461,5.21,0.823076923076923,0.0,0.17692307692307693,33.0,0.5,0,1,0.0,5.0,0.0,1.0,2.0,0.0,0.0,1.0,29,-5.0,-0.09523809523809523,0.7142857142857143,0.6190476190476191,0.0,1.0,1.0,205,43,11,-150.0,130.0,800.0,900.0,2000.0,1600.0,-110.0,175.0
Alex Oliveira,Niko Price,Blue,Niko Price,Welterweight,MALE,DEC,No Finish,11,4,3,4,8,6,4,2,0,5,180.34,182.88,193.04,193.04,2.97,2.27,0.51,0.5,5.16,0.79,0.42,0.8,Orthodox,Orthodox,170,33,0,5,3,0,1,4,-2.539999999999992,0.0,1,-2.19,0.09000000000000002,1.48,-0.30000000000000004,5,1,8.13,0.46499999999999997,0.36363636363636365,0.6666666666666666,0.2727272727272727,0.3333333333333333,0.36363636363636365,0.0,2.3157894736842106,2.1818181818181817,-0.303030303030303,-0.06060606060606061,0.36363636363636365,0.13397129186602896,8,1484.9438101413123,1465.9310023902465,19.012807751065793,1491.8218337317078,1493.3071577828728,-1.4853240511649801,2.55,5.6,-3.05,-0.36363636363636365,8.149999999999999,0.5151515151515151,0.303030303030303,0.18181818181818182,32.5,0.0,0,0,0.0,5.0,0.0,2.0,1.0,2.0,0.0,1.0,32,-5.0,0.03349282296650724,0.5454545454545454,0.5789473684210527,-2.0,2.0,0.0,170,44,24,170.0,-200.0,450.0,350.0,700.0,1100.0,550.0,120.0
Misha Cirkunov,Krzysztof Jotko,Blue,Krzysztof Jotko,Middleweight,MALE,DEC,No Finish,6,1,5,0,4,9,1,0,8,5,190.5,185.42,195.58,195.58,3.77,4.48,0.49,1.7,2.92,1.15,0.41,0.1,Orthodox,Southpaw,205,34,0,-3,-1,0,5,-8,5.0800000000000125,0.0,2,0.8500000000000001,0.08000000000000002,3.3300000000000005,1.5999999999999999,5,1,6.6899999999999995,0.44999999999999996,0.16666666666666666,0.1111111111111111,0.8333333333333334,0.0,0.0,0.8888888888888888,1.3,2.7142857142857144,0.05555555555555555,0.8333333333333334,-0.8888888888888888,-1.4142857142857144,-4,1491.7566186729741,1502.1445150329234,-10.387896359949309,1500.5749022555035,1519.26872353831,-18.69382128280654,3.06,2.23,0.8300000000000001,0.8888888888888888,5.29,0.1388888888888889,0.4166666666666667,0.4444444444444444,33.0,0.0,0,0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,32,5.0,-0.04285714285714293,0.6428571428571429,0.6,1.0,0.0,-1.0,185,13,38,110.0,-130.0,550.0,275.0,275.0,1400.0,600.0,185.0
Joe Solecki,Jared Gordon,Blue,Jared Gordon,Lightweight,MALE,DEC,No Finish,4,0,2,2,0,5,1,0,4,3,175.26,175.26,177.8,172.72,2.64,2.85,0.62,0.6,5.22,2.54,0.56,0.0,Orthodox,Orthodox,155,28,2,-1,-3,-1,2,-2,0.0,5.0800000000000125,-5,-2.5799999999999996,0.05999999999999994,0.31000000000000005,0.6,5,1,7.859999999999999,0.5900000000000001,0.0,0.2,0.5,0.0,0.5,0.8,2.0,2.375,-0.2,0.5,-0.30000000000000004,-0.375,-4,1527.9677908517565,1543.7092418906477,-15.741451038891228,1524.6781523060781,1510.6012754350281,14.07687687104999,1.53,3.4,-1.8699999999999999,0.3,4.93,0.1,0.25,0.65,30.5,3.0,4,2,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,2.5,0.375,0.625,1.0,0.0,0.0,0.0,145,8,19,-135.0,115.0,165.0,200.0,400.0,1200.0,900.0,600.0
Antonina Shevchenko,Casey O'Neill,Blue,Casey O'Neill,Women's Flyweight,FEMALE,KO/TKO,Punches,4,2,1,1,3,2,1,1,0,0,172.72,167.64,170.18,175.26,3.89,0.51,0.56,0.5,5.48,3.83,0.56,1.4,Southpaw,Orthodox,125,36,-2,2,3,1,0,1,5.0800000000000125,-5.079999999999984,13,-1.5900000000000003,0.0,-3.3200000000000003,-0.8999999999999999,3,1,9.370000000000001,0.56,0.5,0.5,0.25,0.5,0.25,0.0,2.4285714285714284,2.5,0.0,-0.25,0.25,-0.07142857142857162,5,1502.4302815567412,1531.145129511579,-28.71484795483775,1497.9102055684239,1496.9882619349246,0.9219436334992679,2.93,5.9,-2.97,-0.25,8.83,0.5,0.375,0.125,29.5,1.0,0,2,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,23,0.0,-0.4285714285714286,1.0,0.5714285714285714,0.0,1.0,1.0,125,17,5,215.0,-265.0,300.0,200.0,1600.0,330.0,1000.0,300.0
Bethe Correia,Karol Rosa,Blue,Karol Rosa,Women's Bantamweight,FEMALE,DEC,No Finish,5,1,0,4,5,3,0,0,3,0,165.1,165.1,162.56,170.18,4.37,0.39,0.43,0.0,7.88,1.5,0.54,0.0,Orthodox,Orthodox,135,38,-3,2,5,1,0,1,0.0,-7.6200000000000045,12,-3.51,-0.11000000000000004,-1.1099999999999999,0.0,5,1,12.25,0.485,0.2,0.0,0.0,0.0,0.8,1.0,3.0,3.0,0.2,0.0,-0.19999999999999996,0.0,7,1498.7080052393337,1500.0,-1.2919947606662845,1495.0,1498.7080052393337,-3.7080052393337155,4.93,4.17,0.7599999999999998,0.2,9.1,0.1,0.0,0.9,32.0,1.5,0,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26,0.0,-0.5,1.0,0.5,0.0,0.0,1.0,135,30,9,500.0,-720.0,700.0,-200.0,2500.0,600.0,1600.0,400.0
Devonte Smith,Jamie Mullarkey,Blue,Jamie Mullarkey,Lightweight,MALE,KO/TKO,Punches,4,4,0,0,1,1,1,0,0,2,175.26,182.88,193.04,187.96,5.1,0.53,0.52,0.5,3.03,3.5,0.4,0.4,Orthodox,Orthodox,155,28,0,3,-1,3,0,0,-7.6200000000000045,5.079999999999984,1,2.07,0.12,-2.9699999999999998,0.09999999999999998,3,1,8.129999999999999,0.46,1.0,1.0,0.0,0.0,0.0,0.0,1.2,2.3333333333333335,0.0,0.0,0.0,-1.1333333333333335,2,1480.0,1492.4012970140807,-12.401297014080683,1496.2006485070403,1494.229250256005,1.9713982510354526,3.91,4.41,-0.5,0.0,8.32,1.0,0.0,0.0,27.5,1.0,1,1,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,27,-5.0,0.46666666666666673,0.3333333333333333,0.8,1.0,0.0,-2.0,155,6,7,-155.0,135.0,330.0,450.0,2000.0,900.0,140.0,330.0
Alejandro Perez,Johnny Eduardo,Red,Alejandro Perez,Bantamweight,MALE,SUB,Armbar,7,3,0,4,3,3,2,0,1,4,167.64,170.18,165.1,180.34,3.45,0.61,0.35,0.4,2.95,0.22,0.39,0.4,Orthodox,Orthodox,145,32,0,4,-1,1,0,3,-2.5400000000000205,-15.240000000000009,-11,0.5,-0.040000000000000036,0.39,0.0,1,0,6.4,0.37,0.42857142857142855,0.6666666666666666,0.0,0.0,0.5714285714285714,0.3333333333333333,2.5,2.0,-0.23809523809523808,0.0,0.23809523809523808,0.5,3,1480.0,1500.0,-20.0,1500.0,1480.0,20.0,3.18,3.22,-0.040000000000000036,-0.23809523809523808,6.4,0.5476190476190476,0.0,0.45238095238095233,37.5,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43,0.0,0.2714285714285714,0.42857142857142855,0.7,1.0,0.0,0.0,135,25,14,-300.0,235.0,250.0,600.0,650.0,900.0,130.0,550.0
Alexander Volkanovski,Brian Ortega,Red,Alexander Volkanovski,Featherweight,MALE,DEC,No Finish,9,3,0,6,0,7,3,3,1,1,167.64,172.72,180.34,175.26,6.42,1.77,0.56,0.3,4.15,0.87,0.38,1.2,Orthodox,Switch,145,32,8,2,-1,0,-3,5,-5.0800000000000125,5.0800000000000125,2,2.2699999999999996,0.18000000000000005,0.9,-0.8999999999999999,2,0,10.57,0.47000000000000003,0.3333333333333333,0.42857142857142855,0.0,0.42857142857142855,0.6666666666666666,0.14285714285714285,3.111111111111111,3.125,-0.09523809523809523,-0.42857142857142855,0.5238095238095237,-0.01388888888888884,1,1510.4314666610228,1515.862516916768,-5.4310502557452764,1515.431258458384,1515.2157333305113,0.2155251278727519,3.42,6.66,-3.24,-0.5238095238095237,10.08,0.38095238095238093,0.21428571428571427,0.40476190476190477,31.0,5.0,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,0.125,0.875,1.0,0.0,0.0,0.0,145,28,25,-180.0,155.0,140.0,500.0,1600.0,400.0,250.0,700.0
Valentina Shevchenko,Lauren Murphy,Red,Valentina Shevchenko,Women's Flyweight,FEMALE,KO/TKO,Punches,10,3,2,5,2,7,2,1,4,4,165.1,165.1,167.64,170.18,3.21,2.62,0.52,0.3,3.58,1.03,0.38,0.1,Southpaw,Orthodox,125,33,2,3,-2,1,1,1,0.0,-2.5400000000000205,-5,-0.3700000000000001,0.14,1.59,0.19999999999999998,0,0,6.79,0.45,0.3,0.2857142857142857,0.2,0.14285714285714285,0.5,0.5714285714285714,3.5,2.909090909090909,0.01428571428571429,0.05714285714285716,-0.0714285714285714,0.5909090909090908,1,1565.9922791608353,1562.4532774276217,3.5390017332135812,1517.7525425184692,1511.43829092188,6.314251596589202,2.11,5.25,-3.14,0.07142857142857145,7.359999999999999,0.2928571428571428,0.17142857142857143,0.5357142857142857,35.5,6.0,7,5,2.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.5,0.19696969696969702,0.6363636363636364,0.8333333333333334,0.0,0.0,0.0,125,42,32,-1375.0,800.0,200.0,1800.0,350.0,2800.0,-110.0,2500.0
Nick Diaz,Robbie Lawler,Blue,Robbie Lawler,Middleweight,MALE,KO/TKO,Punch,19,10,6,3,7,19,12,0,7,14,185.42,180.34,193.04,187.96,5.71,1.28,0.42,1.0,3.73,0.66,0.46,0.0,Southpaw,Southpaw,170,38,0,0,-7,-2,6,-4,5.079999999999984,5.079999999999984,-1,1.98,-0.040000000000000036,0.62,1.0,3,1,9.44,0.44,0.5263157894736842,0.631578947368421,0.3157894736842105,0.0,0.15789473684210525,0.3684210526315789,2.6923076923076925,2.757575757575758,-0.10526315789473684,0.3157894736842105,-0.21052631578947367,-0.06526806526806528,-7,1500.0,1474.0176053212356,25.98239467876442,1474.0176053212356,1509.1302374376835,-35.11263211644791,3.84,4.67,-0.8300000000000001,0.21052631578947367,8.51,0.5789473684210527,0.15789473684210525,0.2631578947368421,38.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,39,0.0,0.15501165501165493,0.5757575757575758,0.7307692307692307,0.0,-1.0,-1.0,170,70,91,140.0,-160.0,275.0,225.0,800.0,2500.0,650.0,185.0
Curtis Blaydes,Jairzinho Rozenstruik,Red,Curtis Blaydes,Heavyweight,MALE,DEC,No Finish,9,5,0,4,3,6,6,0,0,2,193.04,187.96,203.2,198.12,3.44,6.27,0.51,0.0,2.8,0.0,0.46,0.0,Orthodox,Orthodox,265,30,-1,3,1,-1,0,4,5.079999999999984,5.079999999999984,-3,0.6400000000000001,0.04999999999999999,6.27,0.0,2,0,6.24,0.485,0.5555555555555556,1.0,0.0,0.0,0.4444444444444444,0.0,2.6666666666666665,2.25,-0.4444444444444444,0.0,0.4444444444444444,0.4166666666666665,4,1514.6584648854155,1525.041101744035,-10.382636858619435,1517.0577533990495,1510.7580038508502,6.2997495481993155,1.89,3.15,-1.26,-0.4444444444444444,5.04,0.7777777777777778,0.0,0.2222222222222222,31.5,0.5,0,1,2.5,5.0,1.0,0.0,0.0,1.0,0.0,1.0,33,-2.5,0.0,0.75,0.75,0.0,0.0,-1.0,242,32,18,-380.0,290.0,180.0,1000.0,1000.0,3500.0,125.0,380.0
Jessica Andrade,Cynthia Calvillo,Red,Jessica Andrade,Women's Flyweight,FEMALE,KO/TKO,Punches,12,4,2,6,7,6,0,3,3,2,154.94,162.56,157.48,162.56,6.24,2.9,0.5,0.4,4.24,1.77,0.41,1.1,Orthodox,Orthodox,125,30,0,6,5,4,-1,3,-7.6200000000000045,-5.0800000000000125,-4,2.0,0.09000000000000002,1.13,-0.7000000000000001,0,0,10.48,0.45499999999999996,0.3333333333333333,0.0,0.16666666666666666,0.5,0.5,0.5,2.210526315789474,3.125,0.3333333333333333,-0.33333333333333337,0.0,-0.9144736842105261,11,1481.8244424906668,1498.3280225519138,-16.50358006124702,1508.8793124681677,1485.9786281318484,22.900684336319273,5.36,4.12,1.2400000000000002,0.0,9.48,0.16666666666666666,0.3333333333333333,0.5,32.0,0.0,0,0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,34,5.0,-0.11842105263157898,0.75,0.631578947368421,1.0,0.0,0.0,125,42,25,-220.0,180.0,140.0,330.0,1000.0,900.0,225.0,1400.0
Marlon Moraes,Merab Dvalishvili,Blue,Merab Dvalishvili,Bantamweight,MALE,KO/TKO,Punches,5,2,1,2,4,6,0,0,6,2,167.64,167.64,170.18,172.72,3.34,0.89,0.4,0.4,4.26,7.3,0.41,0.3,Orthodox,Orthodox,135,33,-6,-1,2,2,1,-4,0.0,-2.539999999999992,3,-0.9199999999999999,-0.009999999999999953,-6.41,0.10000000000000003,3,1,7.6,0.405,0.4,0.0,0.2,0.0,0.4,1.0,2.0,3.0,0.4,0.2,-0.6,-1.0,1,1461.2564107993144,1557.6382226962191,-96.38181189690476,1519.8662964566468,1499.2940181906893,20.572278265957493,4.53,2.41,2.12,0.6,6.94,0.2,0.1,0.7,31.5,3.0,0,6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,30,0.0,-0.19444444444444442,0.75,0.5555555555555556,2.0,0.0,0.0,135,18,24,245.0,-310.0,500.0,100.0,1200.0,550.0,600.0,400.0
Dan Hooker,Nasrat Haqparast,Red,Dan Hooker,Lightweight,MALE,DEC,No Finish,10,6,2,2,6,5,1,0,4,2,182.88,177.8,190.5,182.88,4.95,0.91,0.48,0.2,5.19,0.16,0.46,0.0,Switch,Southpaw,155,31,-2,5,4,5,2,-2,5.079999999999984,7.6200000000000045,5,-0.2400000000000002,0.019999999999999962,0.75,0.2,2,0,10.14,0.47,0.6,0.2,0.2,0.0,0.2,0.8,2.375,2.5714285714285716,0.39999999999999997,0.2,-0.6000000000000001,-0.19642857142857162,9,1504.552523866632,1545.4129438952662,-40.86042002863405,1507.1521573158777,1501.138130966658,6.014026349219648,4.76,5.26,-0.5,0.6000000000000001,10.02,0.4,0.1,0.5,28.5,1.0,0,2,1.6666666666666667,3.3333333333333335,1.0,0.0,1.0,0.0,0.0,0.0,26,-1.6666666666666667,-0.0892857142857143,0.7142857142857143,0.625,1.0,0.0,1.0,155,38,18,-150.0,130.0,225.0,350.0,900.0,2200.0,225.0,350.0
