,RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,Winner,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,EmptyArena,BMatchWCRank,RMatchWCRank,RWFlyweightRank,RWFeatherweightRank,RWStrawweightRank,RWBantamweightRank,RHeavyweightRank,RLightHeavyweightRank,RMiddleweightRank,RWelterweightRank,RLightweightRank,RFeatherweightRank,RBantamweightRank,RFlyweightRank,RPFPRank,BWFlyweightRank,BWFeatherweightRank,BWStrawweightRank,BWBantamweightRank,BHeavyweightRank,BLightHeavyweightRank,BMiddleweightRank,BWelterweightRank,BLightweightRank,BFeatherweightRank,BBantamweightRank,BFlyweightRank,BPFPRank,BetterRank,Finish,FinishDetails,FinishRound,FinishRoundTime,TotalFightTimeSecs,RedDecOdds,BlueDecOdds,RSubOdds,BSubOdds,RKOOdds,BKOOdds,RedMatchSigStr,BlueMatchSigStr,RedMatchTD,BlueMatchTD,RedMatchSubAtt,BlueMatchSubAtt,MatchFightTime,FightTag,Result
33,Tanner Boser,Gokhan Saricam,,,,,04/18/2026,"Winnipeg, Manitoba, Canada",Canada,Blue,False,Heavyweight,MALE,3,0,1,0,5.87,0.47,0.0,0.0,0.0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,190.5,190.5,265,1,0,0,4.82,0.53,0.0,0.0,0.0,2,6,26,0,0,0,2,3,0,0,5,Orthodox,187.96,190.5,205,34,35,-1,1,-1,-4,-6,-24,0,-2,0,2.539999999999992,0.0,1,1.0499999999999998,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Punch,2.0,4:43,583.0,,,,,,,,,,,,,,Apr_18_26_tanner_boser_gokhan_saricam,4
34,Melissa Croden,Daria Zhelezniakova,,,,,04/18/2026,"Winnipeg, Manitoba, Canada",Canada,Red,False,Women's Bantamweight,FEMALE,3,1,0,0,4.13,0.4,0.0,0.31,1.0,1,2,10,0,0,0,2,0,0,0,2,Orthodox,175.26,172.72,135,0,1,0,4.27,0.47,0.3,2.02,0.5,1,1,9,0,0,0,1,1,0,0,2,Orthodox,175.26,172.72,135,35,30,1,-1,0,0,1,1,0,-1,0,0.0,0.0,-5,-0.1399999999999996,-0.3,-1.71,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,Apr_18_26_melissa_croden_daria_zhelezniakova,3
35,JJ Aldrich,Jamey-Lyn Horth,,,,,04/18/2026,"Winnipeg, Manitoba, Canada",Canada,Red,False,Women's Flyweight,FEMALE,3,1,0,0,3.8,0.47,0.2,0.98,0.42,2,3,19,0,0,1,2,1,0,0,4,Orthodox,170.18,167.64,125,0,2,0,3.92,0.46,0.0,0.7,0.25,3,6,48,0,0,1,9,1,0,0,11,Southpaw,165.1,170.18,125,33,36,1,-2,-1,-7,-3,-29,0,0,0,5.0800000000000125,-2.539999999999992,3,-0.1200000000000001,0.2,0.28,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,Apr_18_26_jj_aldrich_jamey_lyn_horth,3
36,John Castaneda,Mark Vologdin,,,,,04/18/2026,"Winnipeg, Manitoba, Canada",Canada,Draw,False,Catch Weight,MALE,3,1,0,1,6.93,0.47,0.0,0.5,0.14,0,1,6,0,0,0,0,0,0,0,0,Orthodox,160.02,165.1,135,2,0,1,4.95,0.51,0.1,1.49,0.37,2,4,27,0,0,0,3,1,1,0,5,Switch,167.64,180.34,135,34,26,-1,0,-2,-5,-3,-21,0,-1,-1,-7.6200000000000045,-15.240000000000007,-8,1.9799999999999995,-0.1,-0.99,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,Apr_18_26_john_castaneda_mark_vologdin,7
37,Jamie Siraj,John Yannis,,,,,04/18/2026,"Winnipeg, Manitoba, Canada",Canada,Blue,False,Bantamweight,MALE,3,0,1,0,3.3,0.53,0.0,0.0,0.0,1,1,2,0,0,0,0,1,0,0,1,Southpaw,170.18,177.8,135,1,0,0,2.21,0.25,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Orthodox,170.18,167.64,135,31,31,-1,1,1,1,0,1,0,1,0,0.0,10.159999999999997,0,1.09,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Elbows,1.0,2:43,163.0,,,,,,,,,,,,,,Apr_18_26_jamie_siraj_john_yannis,4
38,Jiri Prochazka,Carlos Ulberg,,,,,04/11/2026,"Miami, Florida, USA",USA,Blue,True,Light Heavyweight,MALE,5,0,10,0,6.57,0.55,0.2,0.53,0.6,10,1,21,0,0,0,3,7,1,0,11,Orthodox,193.04,195.58,205,1,0,0,5.61,0.55,0.2,0.49,0.6,3,3,22,3,0,0,0,5,1,0,6,Orthodox,190.5,203.2,205,33,35,-1,10,7,5,-2,-1,-3,2,0,2.539999999999992,-7.619999999999976,2,0.96,0.0,0.04,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Punch,1.0,3:45,225.0,,,,,,,,,,,,,,Apr_11_26_jiri_prochazka_carlos_ulberg,4
39,Azamat Murzakanov,Paulo Costa,,,,,04/11/2026,"Miami, Florida, USA",USA,Blue,False,Light Heavyweight,MALE,3,0,2,0,6.15,0.59,0.0,0.3,0.42,5,4,34,1,0,0,3,5,0,0,8,Orthodox,185.42,182.88,205,1,0,0,4.4,0.56,0.2,0.68,0.2,7,1,17,0,0,0,1,6,0,0,7,Southpaw,177.8,180.34,205,36,34,-1,2,-2,1,3,17,1,-1,0,7.6200000000000045,2.539999999999992,-2,1.75,-0.2,-0.38,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Kick,3.0,1:23,683.0,,,,,,,,,,,,,,Apr_11_26_azamat_murzakanov_paulo_costa,4
40,Curtis Blaydes,Josh Hokit,,,,,04/11/2026,"Miami, Florida, USA",USA,Blue,False,Heavyweight,MALE,3,0,4,0,9.25,0.62,0.0,3.89,0.43,4,0,7,0,0,0,1,3,0,0,4,Orthodox,185.42,185.42,236,1,0,0,4.18,0.52,0.0,5.12,0.47,5,6,48,1,0,1,5,8,0,0,14,Orthodox,193.04,203.2,265,35,28,-1,4,-1,-10,-6,-41,-1,-5,0,-7.619999999999976,-17.779999999999973,-7,5.07,0.0,-1.23,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,Apr_11_26_curtis_blaydes_josh_hokit,6
41,Dominick Reyes,Johnny Walker,,,,,04/11/2026,"Miami, Florida, USA",USA,Red,False,Light Heavyweight,MALE,3,1,0,0,3.9,0.54,0.7,0.36,0.5,4,7,31,0,0,0,2,6,1,0,9,Orthodox,198.12,208.28,205,0,1,0,4.99,0.53,0.2,0.25,0.28,6,5,28,2,0,2,1,6,1,0,10,Southpaw,193.04,195.58,205,36,34,1,-1,-2,-1,2,3,-2,0,0,5.0800000000000125,12.699999999999989,-2,-1.0900000000000003,0.4999999999999999,0.1099999999999999,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,Apr_11_26_dominick_reyes_johnny_walker,3
42,Cub Swanson,Nate Landwehr,,,,,04/11/2026,"Miami, Florida, USA",USA,Red,False,Featherweight,MALE,3,3,0,0,5.55,0.45,0.7,0.73,0.41,3,6,24,0,1,0,1,1,2,0,5,Orthodox,175.26,182.88,145,0,2,0,4.84,0.51,0.4,1.0,0.5,6,13,86,0,0,1,10,8,2,0,21,Orthodox,172.72,177.8,145,42,37,3,-2,-3,-16,-7,-62,0,-7,0,2.539999999999992,5.079999999999984,-5,0.71,0.2999999999999999,-0.27,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Punch,1.0,4:06,246.0,,,,,,,,,,,,,,Apr_11_26_cub_swanson_nate_landwehr,1
43,Patricio Pitbull,Aaron Pico,,,,,04/11/2026,"Miami, Florida, USA",USA,Blue,False,Featherweight,MALE,3,0,1,0,6.16,0.53,0.0,6.54,0.5,1,1,4,0,0,0,1,0,0,0,1,Orthodox,172.72,177.8,145,1,0,0,2.77,0.45,0.5,1.26,0.33,1,2,9,0,0,0,1,0,0,0,1,Orthodox,167.64,170.18,145,38,29,-1,1,0,0,-1,-5,0,0,0,5.079999999999984,7.6200000000000045,-9,3.39,-0.5,5.28,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,Apr_11_26_patricio_pitbull_aaron_pico,6
44,Kevin Holland,Randy Brown,,,,,04/11/2026,"Miami, Florida, USA",USA,Red,False,Welterweight,MALE,3,2,0,0,4.39,0.47,0.5,0.71,0.34,4,8,53,0,0,1,6,4,3,0,14,Orthodox,190.5,198.12,170,0,1,0,4.24,0.49,0.6,0.79,0.36,5,12,73,0,0,2,4,5,6,0,17,Orthodox,190.5,205.74,170,33,35,2,-1,-1,-3,-4,-20,0,-1,-3,0.0,-7.6200000000000045,2,0.1499999999999994,-0.0999999999999999,-0.08,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,Apr_11_26_kevin_holland_randy_brown,3
45,Mateusz Gamrot,Esteban Ribovics,,,,,04/11/2026,"Miami, Florida, USA",USA,Red,False,Lightweight,MALE,3,1,0,0,7.27,0.43,0.2,0.35,0.66,3,3,19,0,0,1,2,2,0,0,5,Orthodox,177.8,175.26,155,0,1,0,3.21,0.51,0.2,5.22,0.38,4,4,34,0,0,1,3,3,2,0,9,Southpaw,177.8,177.8,155,35,29,1,-1,-1,-4,-1,-15,0,-1,-2,0.0,-2.5400000000000205,-6,4.06,0.0,-4.87,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUB,Arm Triangle,2.0,4:19,559.0,,,,,,,,,,,,,,Apr_11_26_mateusz_gamrot_esteban_ribovics,2
46,Tatiana Suarez,Loopy Godinez,,,,,04/11/2026,"Miami, Florida, USA",USA,Red,False,Women's Strawweight,FEMALE,3,1,0,0,4.43,0.49,0.8,2.99,0.42,4,6,41,0,0,2,5,0,2,0,9,Orthodox,157.48,154.94,115,0,2,0,2.86,0.6,0.7,4.52,0.45,7,1,25,2,0,0,3,1,5,0,9,Southpaw,165.1,167.64,115,35,32,1,-2,-3,0,5,16,-2,-1,-3,-7.6200000000000045,-12.700000000000015,-3,1.5699999999999998,0.1,-1.5299999999999994,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUB,Rear Naked Choke,2.0,2:29,449.0,,,,,,,,,,,,,,Apr_11_26_tatiana_suarez_loopy_godinez,2
47,Chris Padilla,MarQuel Mederos,,,,,04/11/2026,"Miami, Florida, USA",USA,Draw,False,Lightweight,MALE,3,0,4,1,5.46,0.58,0.0,0.23,0.08,4,0,13,0,0,1,2,1,0,0,4,Orthodox,177.8,175.26,155,0,4,1,6.19,0.54,0.3,1.13,0.28,4,0,11,0,0,1,0,2,1,0,4,Orthodox,175.26,187.96,155,30,29,0,0,0,0,0,2,0,-1,-1,2.5400000000000205,-12.700000000000015,-1,-0.7300000000000004,-0.3,-0.8999999999999999,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,Apr_11_26_chris_padilla_marquel_mederos,7
48,Kelvin Gastelum,Vicente Luque,,,,,04/11/2026,"Miami, Florida, USA",USA,Blue,False,Middleweight,MALE,3,0,1,0,4.8,0.5,0.7,0.89,0.48,6,8,54,0,0,1,1,8,7,0,17,Orthodox,180.34,190.5,185,1,0,0,3.65,0.42,0.1,1.04,0.35,5,11,73,2,0,3,6,3,2,0,14,Southpaw,175.26,180.34,185,34,34,-1,1,1,3,-3,-19,-2,5,5,5.0800000000000125,10.159999999999997,0,1.15,0.6,-0.15,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUB,Anaconda Choke,1.0,4:08,248.0,,,,,,,,,,,,,,Apr_11_26_kelvin_gastelum_vicente_luque,5
49,Charles Radtke,Francisco Prado,,,,,04/11/2026,"Miami, Florida, USA",USA,Red,False,Welterweight,MALE,3,4,0,0,3.68,0.43,0.8,0.76,0.19,1,5,16,0,0,0,0,1,0,0,1,Orthodox,177.8,175.26,170,0,2,0,2.5,0.53,0.5,1.99,0.44,2,2,14,0,0,0,2,2,1,0,5,Orthodox,175.26,182.88,170,35,23,4,-2,-1,-4,3,2,0,-1,-1,2.5400000000000205,-7.6200000000000045,-12,1.1800000000000002,0.3,-1.23,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,Apr_11_26_charles_radtke_francisco_prado,3
50,Renato Moicano,Chris Duncan,,,,,04/ 4/2026,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,5,1,0,0,4.83,0.45,0.6,2.92,0.4,4,3,19,0,0,1,2,1,3,0,7,Orthodox,177.8,180.34,155,0,1,0,4.1,0.49,0.6,1.68,0.4,4,7,43,1,0,2,2,2,7,0,13,Orthodox,180.34,182.88,155,36,32,1,-1,0,-6,-4,-24,-1,-1,-4,-2.539999999999992,-2.539999999999992,-4,0.7300000000000004,0.0,1.24,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUB,Rear Naked Choke,2.0,3:14,494.0,,,,,,,,,,,,,,Apr_04_26_renato_moicano_chris_duncan,2
51,Virna Jandiroba,Tabatha Ricci,,,,,04/ 4/2026,"Las Vegas, Nevada, USA",USA,Red,False,Women's Strawweight,FEMALE,3,1,0,0,4.0,0.37,0.1,2.51,0.37,4,4,30,0,0,1,4,1,1,0,7,Orthodox,154.94,154.94,115,0,1,0,2.27,0.41,1.4,3.13,0.39,5,4,36,1,0,0,5,1,3,0,9,Orthodox,160.02,162.56,115,37,31,1,-1,-1,-2,0,-6,-1,0,-2,-5.0800000000000125,-7.6200000000000045,-6,1.73,-1.2999999999999998,-0.6200000000000001,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,Apr_04_26_virna_jandiroba_tabatha_ricci,3
52,Abdul Rakhman Yakhyaev,Brendson Ribeiro,,,,,04/ 4/2026,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,MALE,3,3,0,0,3.04,0.42,0.6,0.85,0.42,2,5,13,0,0,1,0,1,1,0,3,Orthodox,190.5,205.74,205,0,3,0,7.4,0.67,7.7,11.49,0.75,3,0,3,0,0,0,0,1,2,0,3,Orthodox,187.96,198.12,205,25,29,3,-3,-1,0,5,10,0,0,-1,2.539999999999992,7.6200000000000045,4,-4.36,-7.1000000000000005,-10.64,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUB,Rear Naked Choke,1.0,2:52,172.0,,,,,,,,,,,,,,Apr_04_26_abdul_rakhman_yakhyaev_brendson_ribeiro,2
53,Ethyn Ewing,Rafael Estevam,,,,,04/ 4/2026,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,1,0,0,2.4,0.39,0.2,4.91,0.33,4,1,14,0,0,0,3,1,0,0,4,Orthodox,172.72,175.26,135,0,2,0,7.44,0.55,0.0,1.68,0.6,2,0,6,0,0,0,1,1,0,0,2,Orthodox,167.64,175.26,135,30,29,1,-2,2,2,1,8,0,0,0,5.079999999999984,0.0,-1,-5.040000000000001,0.2,3.2300000000000004,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Punch,3.0,1:44,704.0,,,,,,,,,,,,,,Apr_04_26_ethyn_ewing_rafael_estevam,1
54,Tommy McMillen,Manolo Zecchini,,,,,04/ 4/2026,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,MALE,3,2,0,0,3.72,0.28,0.0,0.0,0.0,0,2,2,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,145,0,2,0,9.87,0.53,0.0,0.0,0.0,2,0,4,0,1,0,0,1,0,0,2,Orthodox,182.88,187.96,145,28,29,2,-2,-2,-2,2,-2,0,-1,0,-10.159999999999997,-15.240000000000007,1,-6.149999999999999,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Knee,1.0,3:57,237.0,,,,,,,,,,,,,,Apr_04_26_tommy_mcmillen_manolo_zecchini,1
55,Jose Delano,Robert Ruchala,,,,,04/ 4/2026,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,MALE,3,2,0,0,3.37,0.34,0.0,1.0,0.22,0,2,6,0,0,0,0,0,0,0,0,Switch,172.72,182.88,145,0,2,0,8.43,0.64,0.0,0.0,0.0,2,0,6,0,0,0,2,0,0,0,2,Orthodox,172.72,177.8,145,29,27,2,-2,-2,-2,2,0,0,0,0,0.0,5.079999999999984,-2,-5.06,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,Apr_04_26_jose_delano_robert_ruchala,3
56,Guilherme Pat,Thomas Petersen,,,,,04/ 4/2026,"Las Vegas, Nevada, USA",USA,Blue,False,Heavyweight,MALE,3,0,1,0,3.1,0.59,0.4,3.01,0.43,1,3,18,0,1,0,2,0,1,0,4,Southpaw,185.42,187.96,250,1,0,0,2.7,0.61,0.0,0.0,0.0,1,1,6,0,0,0,1,0,0,0,1,Orthodox,198.12,205.74,265,31,31,-1,1,0,3,2,12,0,0,1,-12.699999999999989,-17.78,0,0.3999999999999999,0.4,3.01,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,Apr_04_26_guilherme_pat_thomas_petersen,6
57,Alessandro Costa,Stewart Nicoll,,,,,04/ 4/2026,"Las Vegas, Nevada, USA",USA,Red,False,Flyweight,MALE,3,3,0,0,3.63,0.39,0.0,1.63,0.11,0,3,6,0,0,0,0,0,0,0,0,Orthodox,165.1,165.1,125,0,1,0,3.73,0.45,0.4,0.79,0.26,1,3,18,0,0,1,0,3,0,0,4,Orthodox,162.56,170.18,125,30,29,3,-1,-1,-4,0,-12,0,-3,0,2.539999999999992,-5.0800000000000125,-1,-0.1,-0.4,0.8399999999999999,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Punch,2.0,4:56,596.0,,,,,,,,,,,,,,Apr_04_26_alessandro_costa_stewart_nicoll,1
58,Lando Vannata,Darrius Flowers,,,,,04/ 4/2026,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,0,1,0,3.13,0.5,0.4,1.65,0.44,1,3,10,0,0,0,0,1,1,0,2,Orthodox,175.26,180.34,155,3,0,2,4.52,0.45,0.3,1.24,0.36,1,8,34,0,0,1,1,1,1,0,4,Orthodox,175.26,180.34,155,34,31,-3,1,0,-2,-5,-24,0,0,0,0.0,0.0,-3,-1.3899999999999997,0.1,0.4099999999999999,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Punches,2.0,0:52,352.0,,,,,,,,,,,,,,Apr_04_26_lando_vannata_darrius_flowers,4
59,Alice Pereira,Hailey Cowan,,,,,04/ 4/2026,"Las Vegas, Nevada, USA",USA,Red,False,Women's Bantamweight,FEMALE,3,3,0,0,2.66,0.43,0.0,1.95,0.42,1,3,10,0,0,1,0,0,0,0,1,Southpaw,172.72,170.18,135,0,1,0,2.83,0.36,0.0,0.0,0.0,1,1,5,0,0,0,0,1,0,0,1,Orthodox,172.72,180.34,135,20,34,3,-1,0,0,2,5,0,-1,0,0.0,-10.159999999999997,14,-0.1699999999999999,0.0,1.95,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Knee,2.0,4:24,564.0,,,,,,,,,,,,,,Apr_04_26_alice_pereira_hailey_cowan,1
60,Azamat Bekoev,Tresean Gore,,,,,04/ 4/2026,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,0,1,0,3.41,0.49,1.0,1.91,0.72,2,4,15,0,0,0,0,0,3,0,3,Switch,182.88,190.5,185,2,0,0,4.57,0.52,0.0,3.48,0.43,2,2,8,0,0,0,0,2,0,0,2,Orthodox,182.88,182.88,185,30,31,-2,1,0,1,2,7,0,-2,3,0.0,7.6200000000000045,1,-1.16,1.0,-1.57,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUB,Guillotine Choke,3.0,3:27,807.0,,,,,,,,,,,,,,Apr_04_26_azamat_bekoev_tresean_gore,5
61,Dione Barbosa,Melissa Gatto,,,,,04/ 4/2026,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,FEMALE,3,1,0,0,3.47,0.49,0.4,1.77,0.27,2,3,17,0,0,0,0,3,0,0,3,Orthodox,165.1,175.26,125,0,1,0,2.21,0.45,1.7,2.4,0.44,2,2,14,0,1,0,1,0,2,0,4,Orthodox,167.64,167.64,125,33,29,1,-1,0,-1,1,3,0,3,-2,-2.5400000000000205,7.619999999999976,-4,1.2600000000000002,-1.2999999999999998,-0.6299999999999999,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,Apr_04_26_dione_barbosa_melissa_gatto,3
62,Kai Kamaka III,Dakota Hope,,,,,04/ 4/2026,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,1,0,0,7.07,0.41,0.0,1.0,0.33,0,1,3,0,0,0,0,0,0,0,0,,167.64,172.72,155,0,1,1,5.4,0.59,0.2,1.51,0.53,1,2,14,0,0,1,1,0,0,0,2,Orthodox,170.18,175.26,155,31,29,1,-1,-1,-2,-1,-11,0,0,0,-2.539999999999992,-2.539999999999992,-2,1.67,-0.2,-0.51,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,Apr_04_26_kai_kamaka_iii_dakota_hope,3
63,Israel Adesanya,Joe Pyfer,,,,,03/28/2026,"Seattle, Washington, USA",USA,Blue,False,Middleweight,MALE,5,0,4,0,3.52,0.44,0.9,1.45,0.3,4,2,20,0,0,0,1,5,2,0,8,Orthodox,187.96,190.5,185,4,0,0,4.03,0.48,0.1,0.05,0.09,9,6,68,12,0,1,7,5,0,0,13,Switch,193.04,203.2,185,36,29,-4,4,-5,-5,-4,-48,-12,0,2,-5.079999999999984,-12.699999999999989,-7,-0.5100000000000002,0.8,1.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Punches,2.0,4:18,558.0,,,,,,,,,,,,,,Mar_28_26_israel_adesanya_joe_pyfer,4
64,Alexa Grasso,Maycee Barber,,,,,03/28/2026,"Seattle, Washington, USA",USA,Red,False,Women's Flyweight,FEMALE,3,1,0,0,4.56,0.53,0.1,1.56,0.45,7,3,35,0,0,2,4,5,0,0,11,Switch,165.1,165.1,125,0,1,1,4.11,0.41,0.7,0.4,0.35,5,5,46,3,0,1,5,1,2,0,9,Orthodox,165.1,167.64,125,32,27,1,-1,2,2,-2,-11,-3,4,-2,0.0,-2.5400000000000205,-5,0.4499999999999993,-0.6,1.16,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Punch,1.0,2:42,162.0,,,,,,,,,,,,,,Mar_28_26_alexa_grasso_maycee_barber,1
65,Michael Chiesa,Niko Price,,,,,03/28/2026,"Seattle, Washington, USA",USA,Red,False,Welterweight,MALE,3,4,0,0,5.11,0.43,0.6,1.06,0.3,2,11,41,0,0,0,2,4,2,0,8,Orthodox,182.88,193.04,170,0,4,0,2.02,0.4,1.0,3.11,0.47,4,7,48,1,0,0,6,0,9,0,15,Southpaw,185.42,190.5,170,38,36,4,-4,-2,-7,4,-7,-1,4,-7,-2.5400000000000205,2.539999999999992,-2,3.0900000000000003,-0.4,-2.05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUB,Rear Naked Choke,1.0,1:03,63.0,,,,,,,,,,,,,,Mar_28_26_michael_chiesa_niko_price,2
66,Julian Erosa,Lerryan Douglas,,,,,03/28/2026,"Seattle, Washington, USA",USA,Blue,False,Featherweight,MALE,3,0,2,0,8.67,0.64,0.0,0.0,0.0,2,0,2,0,0,0,0,2,0,0,2,Orthodox,175.26,182.88,145,2,0,0,6.18,0.48,0.7,1.73,0.43,3,9,37,0,0,2,1,3,4,0,10,Southpaw,185.42,187.96,145,36,30,-2,2,-1,-8,-9,-35,0,-1,-4,-10.160000000000023,-5.0800000000000125,-6,2.49,-0.7,-1.73,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Punches,1.0,3:33,213.0,,,,,,,,,,,,,,Mar_28_26_julian_erosa_lerryan_douglas,4
67,Mansur Abdul-Malik,Yousri Belgaroui,,,,,03/28/2026,"Seattle, Washington, USA",USA,Blue,False,Middleweight,MALE,3,0,3,0,6.1,0.64,0.0,0.29,1.0,3,1,12,0,0,0,0,3,0,0,3,Orthodox,198.12,200.66,185,1,0,1,3.28,0.44,0.3,1.65,0.41,3,1,12,0,0,0,0,3,1,0,4,Orthodox,187.96,203.2,185,28,33,-1,3,0,-1,0,0,0,0,-1,10.159999999999997,-2.539999999999992,5,2.82,-0.3,-1.36,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Knee,3.0,3:39,819.0,,,,,,,,,,,,,,Mar_28_26_mansur_abdul_malik_yousri_belgaroui,4
68,Terrance McKinney,Kyle Nelson,,,,,03/28/2026,"Seattle, Washington, USA",USA,Red,False,Lightweight,MALE,3,1,0,1,3.6,0.45,0.5,1.18,0.23,3,6,27,0,0,0,3,2,0,0,5,Switch,180.34,180.34,155,0,1,0,6.53,0.55,2.1,3.31,0.4,2,6,17,0,0,0,0,5,3,0,8,Switch,177.8,185.42,155,31,34,1,-1,1,-3,0,10,0,-3,-3,2.539999999999992,-5.0800000000000125,3,-2.93,-1.6,-2.13,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KO/TKO,Punches,1.0,0:24,24.0,,,,,,,,,,,,,,Mar_28_26_terrance_mckinney_kyle_nelson,1
